fips,name,state,Name
19181,Warren County,IA,IOWA
19183,Washington County,IA,IOWA
19185,Wayne County,IA,IOWA
19187,Webster County,IA,IOWA
19189,Winnebago County,IA,IOWA
19191,Winneshiek County,IA,IOWA
19193,Woodbury County,IA,IOWA
19195,Worth County,IA,IOWA
19197,Wright County,IA,IOWA
20001,Allen County,KS,KANSAS
20003,Anderson County,KS,KANSAS
20005,Atchison County,KS,KANSAS
20007,Barber County,KS,KANSAS
20009,Barton County,KS,KANSAS
20011,Bourbon County,KS,KANSAS
20013,Brown County,KS,KANSAS
20015,Butler County,KS,KANSAS
20017,Chase County,KS,KANSAS
20019,Chautauqua County,KS,KANSAS
20021,Cherokee County,KS,KANSAS
20023,Cheyenne County,KS,KANSAS
20025,Clark County,KS,KANSAS
20027,Clay County,KS,KANSAS
20029,Cloud County,KS,KANSAS
20031,Coffey County,KS,KANSAS
20033,Comanche County,KS,KANSAS
20035,Cowley County,KS,KANSAS
20037,Crawford County,KS,KANSAS
20039,Decatur County,KS,KANSAS
20041,Dickinson County,KS,KANSAS
20043,Doniphan County,KS,KANSAS
20045,Douglas County,KS,KANSAS
20047,Edwards County,KS,KANSAS
20049,Elk County,KS,KANSAS
20051,Ellis County,KS,KANSAS
20053,Ellsworth County,KS,KANSAS
20055,Finney County,KS,KANSAS
20057,Ford County,KS,KANSAS
20059,Franklin County,KS,KANSAS
20061,Geary County,KS,KANSAS
20063,Gove County,KS,KANSAS
20065,Graham County,KS,KANSAS
20067,Grant County,KS,KANSAS
20069,Gray County,KS,KANSAS
20071,Greeley County,KS,KANSAS
20073,Greenwood County,KS,KANSAS
20075,Hamilton County,KS,KANSAS
20077,Harper County,KS,KANSAS
20079,Harvey County,KS,KANSAS
20081,Haskell County,KS,KANSAS
20083,Hodgeman County,KS,KANSAS
20085,Jackson County,KS,KANSAS
20087,Jefferson County,KS,KANSAS
20089,Jewell County,KS,KANSAS
20091,Johnson County,KS,KANSAS
20093,Kearny County,KS,KANSAS
20095,Kingman County,KS,KANSAS
20097,Kiowa County,KS,KANSAS
20099,Labette County,KS,KANSAS
20101,Lane County,KS,KANSAS
20103,Leavenworth County,KS,KANSAS
20105,Lincoln County,KS,KANSAS
20107,Linn County,KS,KANSAS
20109,Logan County,KS,KANSAS
20111,Lyon County,KS,KANSAS
20113,McPherson County,KS,KANSAS
20115,Marion County,KS,KANSAS
20117,Marshall County,KS,KANSAS
20119,Meade County,KS,KANSAS
20121,Miami County,KS,KANSAS
20123,Mitchell County,KS,KANSAS
20125,Montgomery County,KS,KANSAS
20127,Morris County,KS,KANSAS
20129,Morton County,KS,KANSAS
20131,Nemaha County,KS,KANSAS
20133,Neosho County,KS,KANSAS
20135,Ness County,KS,KANSAS
20137,Norton County,KS,KANSAS
20139,Osage County,KS,KANSAS
20141,Osborne County,KS,KANSAS
20143,Ottawa County,KS,KANSAS
20145,Pawnee County,KS,KANSAS
20147,Phillips County,KS,KANSAS
20149,Pottawatomie County,KS,KANSAS
20151,Pratt County,KS,KANSAS
20153,Rawlins County,KS,KANSAS
20155,Reno County,KS,KANSAS
20157,Republic County,KS,KANSAS
20159,Rice County,KS,KANSAS
20161,Riley County,KS,KANSAS
20163,Rooks County,KS,KANSAS
20165,Rush County,KS,KANSAS
20167,Russell County,KS,KANSAS
20169,Saline County,KS,KANSAS
20171,Scott County,KS,KANSAS
20173,Sedgwick County,KS,KANSAS
20175,Seward County,KS,KANSAS
20177,Shawnee County,KS,KANSAS
20179,Sheridan County,KS,KANSAS
20181,Sherman County,KS,KANSAS
20183,Smith County,KS,KANSAS
20185,Stafford County,KS,KANSAS
20187,Stanton County,KS,KANSAS
20189,Stevens County,KS,KANSAS
20191,Sumner County,KS,KANSAS
20193,Thomas County,KS,KANSAS
20195,Trego County,KS,KANSAS
20197,Wabaunsee County,KS,KANSAS
20199,Wallace County,KS,KANSAS
20201,Washington County,KS,KANSAS
20203,Wichita County,KS,KANSAS
20205,Wilson County,KS,KANSAS
20207,Woodson County,KS,KANSAS
20209,Wyandotte County,KS,KANSAS
21001,Adair County,KY,KENTUCKY
21003,Allen County,KY,KENTUCKY
21005,Anderson County,KY,KENTUCKY
21007,Ballard County,KY,KENTUCKY
21009,Barren County,KY,KENTUCKY
21011,Bath County,KY,KENTUCKY
21013,Bell County,KY,KENTUCKY
21015,Boone County,KY,KENTUCKY
21017,Bourbon County,KY,KENTUCKY
21019,Boyd County,KY,KENTUCKY
21021,Boyle County,KY,KENTUCKY
21023,Bracken County,KY,KENTUCKY
21025,Breathitt County,KY,KENTUCKY
21027,Breckinridge County,KY,KENTUCKY
21029,Bullitt County,KY,KENTUCKY
21031,Butler County,KY,KENTUCKY
21033,Caldwell County,KY,KENTUCKY
21035,Calloway County,KY,KENTUCKY
21037,Campbell County,KY,KENTUCKY
21039,Carlisle County,KY,KENTUCKY
21041,Carroll County,KY,KENTUCKY
21043,Carter County,KY,KENTUCKY
21045,Casey County,KY,KENTUCKY
21047,Christian County,KY,KENTUCKY
21049,Clark County,KY,KENTUCKY
21051,Clay County,KY,KENTUCKY
21053,Clinton County,KY,KENTUCKY
21055,Crittenden County,KY,KENTUCKY
21057,Cumberland County,KY,KENTUCKY
21059,Daviess County,KY,KENTUCKY
21061,Edmonson County,KY,KENTUCKY
21063,Elliott County,KY,KENTUCKY
21065,Estill County,KY,KENTUCKY
21067,Fayette County,KY,KENTUCKY
21069,Fleming County,KY,KENTUCKY
21071,Floyd County,KY,KENTUCKY
21073,Franklin County,KY,KENTUCKY
21075,Fulton County,KY,KENTUCKY
21077,Gallatin County,KY,KENTUCKY
21079,Garrard County,KY,KENTUCKY
21081,Grant County,KY,KENTUCKY
21083,Graves County,KY,KENTUCKY
21085,Grayson County,KY,KENTUCKY
21087,Green County,KY,KENTUCKY
21089,Greenup County,KY,KENTUCKY
21091,Hancock County,KY,KENTUCKY
21093,Hardin County,KY,KENTUCKY
21095,Harlan County,KY,KENTUCKY
21097,Harrison County,KY,KENTUCKY
21099,Hart County,KY,KENTUCKY
21101,Henderson County,KY,KENTUCKY
21103,Henry County,KY,KENTUCKY
21105,Hickman County,KY,KENTUCKY
21107,Hopkins County,KY,KENTUCKY
21109,Jackson County,KY,KENTUCKY
21111,Jefferson County,KY,KENTUCKY
21113,Jessamine County,KY,KENTUCKY
21115,Johnson County,KY,KENTUCKY
21117,Kenton County,KY,KENTUCKY
21119,Knott County,KY,KENTUCKY
21121,Knox County,KY,KENTUCKY
21123,Larue County,KY,KENTUCKY
21125,Laurel County,KY,KENTUCKY
21127,Lawrence County,KY,KENTUCKY
21129,Lee County,KY,KENTUCKY
21131,Leslie County,KY,KENTUCKY
21133,Letcher County,KY,KENTUCKY
21135,Lewis County,KY,KENTUCKY
21137,Lincoln County,KY,KENTUCKY
21139,Livingston County,KY,KENTUCKY
21141,Logan County,KY,KENTUCKY
21143,Lyon County,KY,KENTUCKY
21145,McCracken County,KY,KENTUCKY
21147,McCreary County,KY,KENTUCKY
21149,McLean County,KY,KENTUCKY
21151,Madison County,KY,KENTUCKY
21153,Magoffin County,KY,KENTUCKY
21155,Marion County,KY,KENTUCKY
21157,Marshall County,KY,KENTUCKY
21159,Martin County,KY,KENTUCKY
21161,Mason County,KY,KENTUCKY
21163,Meade County,KY,KENTUCKY
21165,Menifee County,KY,KENTUCKY
21167,Mercer County,KY,KENTUCKY
21169,Metcalfe County,KY,KENTUCKY
21171,Monroe County,KY,KENTUCKY
21173,Montgomery County,KY,KENTUCKY
21175,Morgan County,KY,KENTUCKY
21177,Muhlenberg County,KY,KENTUCKY
21179,Nelson County,KY,KENTUCKY
21181,Nicholas County,KY,KENTUCKY
21183,Ohio County,KY,KENTUCKY
21185,Oldham County,KY,KENTUCKY
21187,Owen County,KY,KENTUCKY
21189,Owsley County,KY,KENTUCKY
21191,Pendleton County,KY,KENTUCKY
21193,Perry County,KY,KENTUCKY
21195,Pike County,KY,KENTUCKY
21197,Powell County,KY,KENTUCKY
21199,Pulaski County,KY,KENTUCKY
21201,Robertson County,KY,KENTUCKY
21203,Rockcastle County,KY,KENTUCKY
21205,Rowan County,KY,KENTUCKY
21207,Russell County,KY,KENTUCKY
21209,Scott County,KY,KENTUCKY
21211,Shelby County,KY,KENTUCKY
21213,Simpson County,KY,KENTUCKY
21215,Spencer County,KY,KENTUCKY
21217,Taylor County,KY,KENTUCKY
21219,Todd County,KY,KENTUCKY
21221,Trigg County,KY,KENTUCKY
21223,Trimble County,KY,KENTUCKY
21225,Union County,KY,KENTUCKY
21227,Warren County,KY,KENTUCKY
21229,Washington County,KY,KENTUCKY
21231,Wayne County,KY,KENTUCKY
21233,Webster County,KY,KENTUCKY
21235,Whitley County,KY,KENTUCKY
21237,Wolfe County,KY,KENTUCKY
21239,Woodford County,KY,KENTUCKY
22001,Acadia Parish,LA,LOUISIANA
22003,Allen Parish,LA,LOUISIANA
22005,Ascension Parish,LA,LOUISIANA
22007,Assumption Parish,LA,LOUISIANA
22009,Avoyelles Parish,LA,LOUISIANA
22011,Beauregard Parish,LA,LOUISIANA
22013,Bienville Parish,LA,LOUISIANA
22015,Bossier Parish,LA,LOUISIANA
22017,Caddo Parish,LA,LOUISIANA
22019,Calcasieu Parish,LA,LOUISIANA
22021,Caldwell Parish,LA,LOUISIANA
22023,Cameron Parish,LA,LOUISIANA
22025,Catahoula Parish,LA,LOUISIANA
22027,Claiborne Parish,LA,LOUISIANA
22029,Concordia Parish,LA,LOUISIANA
22031,De Soto Parish,LA,LOUISIANA
22033,East Baton Rouge Parish,LA,LOUISIANA
22035,East Carroll Parish,LA,LOUISIANA
22037,East Feliciana Parish,LA,LOUISIANA
22039,Evangeline Parish,LA,LOUISIANA
22041,Franklin Parish,LA,LOUISIANA
22043,Grant Parish,LA,LOUISIANA
22045,Iberia Parish,LA,LOUISIANA
22047,Iberville Parish,LA,LOUISIANA
22049,Jackson Parish,LA,LOUISIANA
22051,Jefferson Parish,LA,LOUISIANA
22053,Jefferson Davis Parish,LA,LOUISIANA
22055,Lafayette Parish,LA,LOUISIANA
22057,Lafourche Parish,LA,LOUISIANA
22059,La Salle Parish,LA,LOUISIANA
22061,Lincoln Parish,LA,LOUISIANA
22063,Livingston Parish,LA,LOUISIANA
22065,Madison Parish,LA,LOUISIANA
22067,Morehouse Parish,LA,LOUISIANA
22069,Natchitoches Parish,LA,LOUISIANA
22071,Orleans Parish,LA,LOUISIANA
22073,Ouachita Parish,LA,LOUISIANA
22075,Plaquemines Parish,LA,LOUISIANA
22077,Pointe Coupee Parish,LA,LOUISIANA
22079,Rapides Parish,LA,LOUISIANA
22081,Red River Parish,LA,LOUISIANA
22083,Richland Parish,LA,LOUISIANA
22085,Sabine Parish,LA,LOUISIANA
22087,St. Bernard Parish,LA,LOUISIANA
22089,St. Charles Parish,LA,LOUISIANA
22091,St. Helena Parish,LA,LOUISIANA
22093,St. James Parish,LA,LOUISIANA
22095,St. John the Baptist Parish,LA,LOUISIANA
22097,St. Landry Parish,LA,LOUISIANA
22099,St. Martin Parish,LA,LOUISIANA
22101,St. Mary Parish,LA,LOUISIANA
22103,St. Tammany Parish,LA,LOUISIANA
22105,Tangipahoa Parish,LA,LOUISIANA
22107,Tensas Parish,LA,LOUISIANA
22109,Terrebonne Parish,LA,LOUISIANA
22111,Union Parish,LA,LOUISIANA
22113,Vermilion Parish,LA,LOUISIANA
22115,Vernon Parish,LA,LOUISIANA
22117,Washington Parish,LA,LOUISIANA
22119,Webster Parish,LA,LOUISIANA
22121,West Baton Rouge Parish,LA,LOUISIANA
22123,West Carroll Parish,LA,LOUISIANA
22125,West Feliciana Parish,LA,LOUISIANA
22127,Winn Parish,LA,LOUISIANA
23001,Androscoggin County,ME,MAINE
23003,Aroostook County,ME,MAINE
23005,Cumberland County,ME,MAINE
23007,Franklin County,ME,MAINE
23009,Hancock County,ME,MAINE
23011,Kennebec County,ME,MAINE
23013,Knox County,ME,MAINE
23015,Lincoln County,ME,MAINE
23017,Oxford County,ME,MAINE
23019,Penobscot County,ME,MAINE
23021,Piscataquis County,ME,MAINE
23023,Sagadahoc County,ME,MAINE
23025,Somerset County,ME,MAINE
23027,Waldo County,ME,MAINE
23029,Washington County,ME,MAINE
23031,York County,ME,MAINE
24001,Allegany County,MD,MARYLAND
24003,Anne Arundel County,MD,MARYLAND
24005,Baltimore County,MD,MARYLAND
24009,Calvert County,MD,MARYLAND
24011,Caroline County,MD,MARYLAND
24013,Carroll County,MD,MARYLAND
24015,Cecil County,MD,MARYLAND
24017,Charles County,MD,MARYLAND
24019,Dorchester County,MD,MARYLAND
24021,Frederick County,MD,MARYLAND
24023,Garrett County,MD,MARYLAND
24025,Harford County,MD,MARYLAND
24027,Howard County,MD,MARYLAND
24029,Kent County,MD,MARYLAND
24031,Montgomery County,MD,MARYLAND
24033,Prince George's County,MD,MARYLAND
24035,Queen Anne's County,MD,MARYLAND
24037,St. Mary's County,MD,MARYLAND
24039,Somerset County,MD,MARYLAND
24041,Talbot County,MD,MARYLAND
24043,Washington County,MD,MARYLAND
24045,Wicomico County,MD,MARYLAND
24047,Worcester County,MD,MARYLAND
24510,Baltimore city,MD,MARYLAND
25001,Barnstable County,MA,MASSACHUSETTS
25003,Berkshire County,MA,MASSACHUSETTS
25005,Bristol County,MA,MASSACHUSETTS
25007,Dukes County,MA,MASSACHUSETTS
25009,Essex County,MA,MASSACHUSETTS
25011,Franklin County,MA,MASSACHUSETTS
25013,Hampden County,MA,MASSACHUSETTS
25015,Hampshire County,MA,MASSACHUSETTS
25017,Middlesex County,MA,MASSACHUSETTS
25019,Nantucket County,MA,MASSACHUSETTS
25021,Norfolk County,MA,MASSACHUSETTS
25023,Plymouth County,MA,MASSACHUSETTS
25025,Suffolk County,MA,MASSACHUSETTS
25027,Worcester County,MA,MASSACHUSETTS
26001,Alcona County,MI,MICHIGAN
26003,Alger County,MI,MICHIGAN
26005,Allegan County,MI,MICHIGAN
26007,Alpena County,MI,MICHIGAN
26009,Antrim County,MI,MICHIGAN
26011,Arenac County,MI,MICHIGAN
26013,Baraga County,MI,MICHIGAN
26015,Barry County,MI,MICHIGAN
26017,Bay County,MI,MICHIGAN
26019,Benzie County,MI,MICHIGAN
26021,Berrien County,MI,MICHIGAN
26023,Branch County,MI,MICHIGAN
26025,Calhoun County,MI,MICHIGAN
26027,Cass County,MI,MICHIGAN
26029,Charlevoix County,MI,MICHIGAN
26031,Cheboygan County,MI,MICHIGAN
26033,Chippewa County,MI,MICHIGAN
26035,Clare County,MI,MICHIGAN
26037,Clinton County,MI,MICHIGAN
26039,Crawford County,MI,MICHIGAN
26041,Delta County,MI,MICHIGAN
26043,Dickinson County,MI,MICHIGAN
26045,Eaton County,MI,MICHIGAN
26047,Emmet County,MI,MICHIGAN
26049,Genesee County,MI,MICHIGAN
26051,Gladwin County,MI,MICHIGAN
26053,Gogebic County,MI,MICHIGAN
26055,Grand Traverse County,MI,MICHIGAN
26057,Gratiot County,MI,MICHIGAN
26059,Hillsdale County,MI,MICHIGAN
26061,Houghton County,MI,MICHIGAN
26063,Huron County,MI,MICHIGAN
26065,Ingham County,MI,MICHIGAN
26067,Ionia County,MI,MICHIGAN
26069,Iosco County,MI,MICHIGAN
26071,Iron County,MI,MICHIGAN
26073,Isabella County,MI,MICHIGAN
26075,Jackson County,MI,MICHIGAN
26077,Kalamazoo County,MI,MICHIGAN
26079,Kalkaska County,MI,MICHIGAN
26081,Kent County,MI,MICHIGAN
26083,Keweenaw County,MI,MICHIGAN
26085,Lake County,MI,MICHIGAN
26087,Lapeer County,MI,MICHIGAN
26089,Leelanau County,MI,MICHIGAN
26091,Lenawee County,MI,MICHIGAN
26093,Livingston County,MI,MICHIGAN
26095,Luce County,MI,MICHIGAN
26097,Mackinac County,MI,MICHIGAN
26099,Macomb County,MI,MICHIGAN
26101,Manistee County,MI,MICHIGAN
26103,Marquette County,MI,MICHIGAN
26105,Mason County,MI,MICHIGAN
26107,Mecosta County,MI,MICHIGAN
26109,Menominee County,MI,MICHIGAN
26111,Midland County,MI,MICHIGAN
26113,Missaukee County,MI,MICHIGAN
26115,Monroe County,MI,MICHIGAN
26117,Montcalm County,MI,MICHIGAN
26119,Montmorency County,MI,MICHIGAN
26121,Muskegon County,MI,MICHIGAN
26123,Newaygo County,MI,MICHIGAN
26125,Oakland County,MI,MICHIGAN
26127,Oceana County,MI,MICHIGAN
26129,Ogemaw County,MI,MICHIGAN
26131,Ontonagon County,MI,MICHIGAN
26133,Osceola County,MI,MICHIGAN
26135,Oscoda County,MI,MICHIGAN
26137,Otsego County,MI,MICHIGAN
26139,Ottawa County,MI,MICHIGAN
26141,Presque Isle County,MI,MICHIGAN
26143,Roscommon County,MI,MICHIGAN
26145,Saginaw County,MI,MICHIGAN
26147,St. Clair County,MI,MICHIGAN
26149,St. Joseph County,MI,MICHIGAN
26151,Sanilac County,MI,MICHIGAN
26153,Schoolcraft County,MI,MICHIGAN
26155,Shiawassee County,MI,MICHIGAN
26157,Tuscola County,MI,MICHIGAN
26159,Van Buren County,MI,MICHIGAN
26161,Washtenaw County,MI,MICHIGAN
26163,Wayne County,MI,MICHIGAN
26165,Wexford County,MI,MICHIGAN
27001,Aitkin County,MN,MINNESOTA
27003,Anoka County,MN,MINNESOTA
27005,Becker County,MN,MINNESOTA
27007,Beltrami County,MN,MINNESOTA
27009,Benton County,MN,MINNESOTA
27011,Big Stone County,MN,MINNESOTA
27013,Blue Earth County,MN,MINNESOTA
27015,Brown County,MN,MINNESOTA
27017,Carlton County,MN,MINNESOTA
27019,Carver County,MN,MINNESOTA
27021,Cass County,MN,MINNESOTA
27023,Chippewa County,MN,MINNESOTA
27025,Chisago County,MN,MINNESOTA
27027,Clay County,MN,MINNESOTA
27029,Clearwater County,MN,MINNESOTA
27031,Cook County,MN,MINNESOTA
27033,Cottonwood County,MN,MINNESOTA
27035,Crow Wing County,MN,MINNESOTA
27037,Dakota County,MN,MINNESOTA
27039,Dodge County,MN,MINNESOTA
27041,Douglas County,MN,MINNESOTA
27043,Faribault County,MN,MINNESOTA
27045,Fillmore County,MN,MINNESOTA
27047,Freeborn County,MN,MINNESOTA
27049,Goodhue County,MN,MINNESOTA
27051,Grant County,MN,MINNESOTA
27053,Hennepin County,MN,MINNESOTA
27055,Houston County,MN,MINNESOTA
27057,Hubbard County,MN,MINNESOTA
27059,Isanti County,MN,MINNESOTA
27061,Itasca County,MN,MINNESOTA
27063,Jackson County,MN,MINNESOTA
27065,Kanabec County,MN,MINNESOTA
27067,Kandiyohi County,MN,MINNESOTA
27069,Kittson County,MN,MINNESOTA
27071,Koochiching County,MN,MINNESOTA
27073,Lac qui Parle County,MN,MINNESOTA
27075,Lake County,MN,MINNESOTA
27077,Lake of the Woods County,MN,MINNESOTA
27079,Le Sueur County,MN,MINNESOTA
27081,Lincoln County,MN,MINNESOTA
27083,Lyon County,MN,MINNESOTA
27085,McLeod County,MN,MINNESOTA
27087,Mahnomen County,MN,MINNESOTA
27089,Marshall County,MN,MINNESOTA
27091,Martin County,MN,MINNESOTA
27093,Meeker County,MN,MINNESOTA
27095,Mille Lacs County,MN,MINNESOTA
27097,Morrison County,MN,MINNESOTA
27099,Mower County,MN,MINNESOTA
27101,Murray County,MN,MINNESOTA
27103,Nicollet County,MN,MINNESOTA
27105,Nobles County,MN,MINNESOTA
27107,Norman County,MN,MINNESOTA
27109,Olmsted County,MN,MINNESOTA
27111,Otter Tail County,MN,MINNESOTA
27113,Pennington County,MN,MINNESOTA
27115,Pine County,MN,MINNESOTA
27117,Pipestone County,MN,MINNESOTA
27119,Polk County,MN,MINNESOTA
27121,Pope County,MN,MINNESOTA
27123,Ramsey County,MN,MINNESOTA
27125,Red Lake County,MN,MINNESOTA
27127,Redwood County,MN,MINNESOTA
27129,Renville County,MN,MINNESOTA
27131,Rice County,MN,MINNESOTA
27133,Rock County,MN,MINNESOTA
27135,Roseau County,MN,MINNESOTA
27137,St. Louis County,MN,MINNESOTA
27139,Scott County,MN,MINNESOTA
27141,Sherburne County,MN,MINNESOTA
27143,Sibley County,MN,MINNESOTA
27145,Stearns County,MN,MINNESOTA
27147,Steele County,MN,MINNESOTA
27149,Stevens County,MN,MINNESOTA
27151,Swift County,MN,MINNESOTA
27153,Todd County,MN,MINNESOTA
27155,Traverse County,MN,MINNESOTA
27157,Wabasha County,MN,MINNESOTA
27159,Wadena County,MN,MINNESOTA
27161,Waseca County,MN,MINNESOTA
27163,Washington County,MN,MINNESOTA
27165,Watonwan County,MN,MINNESOTA
27167,Wilkin County,MN,MINNESOTA
27169,Winona County,MN,MINNESOTA
27171,Wright County,MN,MINNESOTA
27173,Yellow Medicine County,MN,MINNESOTA
28001,Adams County,MS,MISSISSIPPI
28003,Alcorn County,MS,MISSISSIPPI
28005,Amite County,MS,MISSISSIPPI
28007,Attala County,MS,MISSISSIPPI
28009,Benton County,MS,MISSISSIPPI
28011,Bolivar County,MS,MISSISSIPPI
28013,Calhoun County,MS,MISSISSIPPI
28015,Carroll County,MS,MISSISSIPPI
28017,Chickasaw County,MS,MISSISSIPPI
28019,Choctaw County,MS,MISSISSIPPI
28021,Claiborne County,MS,MISSISSIPPI
28023,Clarke County,MS,MISSISSIPPI
28025,Clay County,MS,MISSISSIPPI
28027,Coahoma County,MS,MISSISSIPPI
28029,Copiah County,MS,MISSISSIPPI
28031,Covington County,MS,MISSISSIPPI
28033,DeSoto County,MS,MISSISSIPPI
28035,Forrest County,MS,MISSISSIPPI
28037,Franklin County,MS,MISSISSIPPI
28039,George County,MS,MISSISSIPPI
28041,Greene County,MS,MISSISSIPPI
28043,Grenada County,MS,MISSISSIPPI
28045,Hancock County,MS,MISSISSIPPI
28047,Harrison County,MS,MISSISSIPPI
28049,Hinds County,MS,MISSISSIPPI
28051,Holmes County,MS,MISSISSIPPI
28053,Humphreys County,MS,MISSISSIPPI
28055,Issaquena County,MS,MISSISSIPPI
28057,Itawamba County,MS,MISSISSIPPI
28059,Jackson County,MS,MISSISSIPPI
28061,Jasper County,MS,MISSISSIPPI
28063,Jefferson County,MS,MISSISSIPPI
28065,Jefferson Davis County,MS,MISSISSIPPI
28067,Jones County,MS,MISSISSIPPI
28069,Kemper County,MS,MISSISSIPPI
28071,Lafayette County,MS,MISSISSIPPI
28073,Lamar County,MS,MISSISSIPPI
28075,Lauderdale County,MS,MISSISSIPPI
28077,Lawrence County,MS,MISSISSIPPI
28079,Leake County,MS,MISSISSIPPI
28081,Lee County,MS,MISSISSIPPI
28083,Leflore County,MS,MISSISSIPPI
28085,Lincoln County,MS,MISSISSIPPI
28087,Lowndes County,MS,MISSISSIPPI
28089,Madison County,MS,MISSISSIPPI
28091,Marion County,MS,MISSISSIPPI
28093,Marshall County,MS,MISSISSIPPI
28095,Monroe County,MS,MISSISSIPPI
28097,Montgomery County,MS,MISSISSIPPI
28099,Neshoba County,MS,MISSISSIPPI
28101,Newton County,MS,MISSISSIPPI
28103,Noxubee County,MS,MISSISSIPPI
28105,Oktibbeha County,MS,MISSISSIPPI
28107,Panola County,MS,MISSISSIPPI
28109,Pearl River County,MS,MISSISSIPPI
28111,Perry County,MS,MISSISSIPPI
28113,Pike County,MS,MISSISSIPPI
28115,Pontotoc County,MS,MISSISSIPPI
28117,Prentiss County,MS,MISSISSIPPI
28119,Quitman County,MS,MISSISSIPPI
28121,Rankin County,MS,MISSISSIPPI
28123,Scott County,MS,MISSISSIPPI
28125,Sharkey County,MS,MISSISSIPPI
28127,Simpson County,MS,MISSISSIPPI
28129,Smith County,MS,MISSISSIPPI
28131,Stone County,MS,MISSISSIPPI
28133,Sunflower County,MS,MISSISSIPPI
28135,Tallahatchie County,MS,MISSISSIPPI
28137,Tate County,MS,MISSISSIPPI
28139,Tippah County,MS,MISSISSIPPI
28141,Tishomingo County,MS,MISSISSIPPI
28143,Tunica County,MS,MISSISSIPPI
28145,Union County,MS,MISSISSIPPI
28147,Walthall County,MS,MISSISSIPPI
28149,Warren County,MS,MISSISSIPPI
28151,Washington County,MS,MISSISSIPPI
28153,Wayne County,MS,MISSISSIPPI
28155,Webster County,MS,MISSISSIPPI
28157,Wilkinson County,MS,MISSISSIPPI
28159,Winston County,MS,MISSISSIPPI
28161,Yalobusha County,MS,MISSISSIPPI
28163,Yazoo County,MS,MISSISSIPPI
29001,Adair County,MO,MISSOURI
29003,Andrew County,MO,MISSOURI
29005,Atchison County,MO,MISSOURI
29007,Audrain County,MO,MISSOURI
29009,Barry County,MO,MISSOURI
29011,Barton County,MO,MISSOURI
29013,Bates County,MO,MISSOURI
29015,Benton County,MO,MISSOURI
29017,Bollinger County,MO,MISSOURI
29019,Boone County,MO,MISSOURI
29021,Buchanan County,MO,MISSOURI
29023,Butler County,MO,MISSOURI
29025,Caldwell County,MO,MISSOURI
29027,Callaway County,MO,MISSOURI
29029,Camden County,MO,MISSOURI
29031,Cape Girardeau County,MO,MISSOURI
29033,Carroll County,MO,MISSOURI
29035,Carter County,MO,MISSOURI
29037,Cass County,MO,MISSOURI
29039,Cedar County,MO,MISSOURI
29041,Chariton County,MO,MISSOURI
29043,Christian County,MO,MISSOURI
29045,Clark County,MO,MISSOURI
29047,Clay County,MO,MISSOURI
29049,Clinton County,MO,MISSOURI
29051,Cole County,MO,MISSOURI
29053,Cooper County,MO,MISSOURI
29055,Crawford County,MO,MISSOURI
29057,Dade County,MO,MISSOURI
29059,Dallas County,MO,MISSOURI
29061,Daviess County,MO,MISSOURI
29063,DeKalb County,MO,MISSOURI
29065,Dent County,MO,MISSOURI
29067,Douglas County,MO,MISSOURI
29069,Dunklin County,MO,MISSOURI
29071,Franklin County,MO,MISSOURI
29073,Gasconade County,MO,MISSOURI
29075,Gentry County,MO,MISSOURI
29077,Greene County,MO,MISSOURI
29079,Grundy County,MO,MISSOURI
29081,Harrison County,MO,MISSOURI
29083,Henry County,MO,MISSOURI
29085,Hickory County,MO,MISSOURI
29087,Holt County,MO,MISSOURI
29089,Howard County,MO,MISSOURI
29091,Howell County,MO,MISSOURI
29093,Iron County,MO,MISSOURI
29095,Jackson County,MO,MISSOURI
29097,Jasper County,MO,MISSOURI
29099,Jefferson County,MO,MISSOURI
29101,Johnson County,MO,MISSOURI
29103,Knox County,MO,MISSOURI
29105,Laclede County,MO,MISSOURI
29107,Lafayette County,MO,MISSOURI
29109,Lawrence County,MO,MISSOURI
29111,Lewis County,MO,MISSOURI
29113,Lincoln County,MO,MISSOURI
29115,Linn County,MO,MISSOURI
29117,Livingston County,MO,MISSOURI
29119,McDonald County,MO,MISSOURI
29121,Macon County,MO,MISSOURI
29123,Madison County,MO,MISSOURI
29125,Maries County,MO,MISSOURI
29127,Marion County,MO,MISSOURI
29129,Mercer County,MO,MISSOURI
29131,Miller County,MO,MISSOURI
29133,Mississippi County,MO,MISSOURI
29135,Moniteau County,MO,MISSOURI
29137,Monroe County,MO,MISSOURI
29139,Montgomery County,MO,MISSOURI
29141,Morgan County,MO,MISSOURI
29143,New Madrid County,MO,MISSOURI
29145,Newton County,MO,MISSOURI
29147,Nodaway County,MO,MISSOURI
29149,Oregon County,MO,MISSOURI
29151,Osage County,MO,MISSOURI
29153,Ozark County,MO,MISSOURI
29155,Pemiscot County,MO,MISSOURI
29157,Perry County,MO,MISSOURI
29159,Pettis County,MO,MISSOURI
29161,Phelps County,MO,MISSOURI
29163,Pike County,MO,MISSOURI
29165,Platte County,MO,MISSOURI
29167,Polk County,MO,MISSOURI
29169,Pulaski County,MO,MISSOURI
29171,Putnam County,MO,MISSOURI
29173,Ralls County,MO,MISSOURI
29175,Randolph County,MO,MISSOURI
29177,Ray County,MO,MISSOURI
29179,Reynolds County,MO,MISSOURI
29181,Ripley County,MO,MISSOURI
29183,St. Charles County,MO,MISSOURI
